"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL63297";"";"None";"295.32";"0";"3.01";"3d";"Fc1ccc(C(C2Cc3ccccc3O2)n2cncn2)cc1";"Inhibition";"'='";"98.8";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL649355";"Inhibition of human placental aromatase, cytochrome P450 19A1 at 20 uM";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131809";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"None";"";"";"";"98.8"
"CHEMBL267668";"";"None";"354.53";"1";"5.67";"3e";"CCCCC[C@H]1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12";"IC50";"'='";"140.0";"nM";"6.85";"";"";"UO_0000065";"19.33";"0.36";"1.18";"20.08";"0";"CHEMBL661697";"In vitro inhibitory activity against Cytochrome P450 19A1 in human placental microsomes";"B";"BAO_0000251";"microsome format";"None";"CHEMBL3987910";"Placenta";"None";"Microsomes";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129505";"1";"Scientific Literature";"J Med Chem";"1996";"None";"";"";"";"140.0"
"CHEMBL1645409";"";"None";"277.12";"0";"3.10";"3g";"O=C(Nc1cccnc1)c1ccc(Br)cc1";"Inhibition";"'='";"0.1";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1646910";"Inhibition of human placental CYP19 at 500 nM using androstenedione as substrate";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641566";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";"";"0.1"
"CHEMBL108425";"";"None";"354.21";"0";"3.38";"1";"N#Cc1ccc(N(Cc2ccc(Br)cc2)n2cnnc2)cc1";"IC50";"'='";"0.5";"nM";"9.30";"";"";"UO_0000065";"26.26";"0.58";"5.92";"16.11";"1";"CHEMBL1681078";"Inhibition of aromatase in human JEG-3 cells using [1beta-3H]androstenedione after 1 hr by scintillation spectrometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"JEG-3";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1671847";"1";"Scientific Literature";"ACS Med Chem Lett";"2011";"CHEMBL3308202";"";"";"";"0.5"
"CHEMBL430879";"";"None";"370.39";"0";"1.20";"2";"N#Cc1ccc(N(Cc2ccc(OS(N)(=O)=O)cc2)n2cnnc2)cc1";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"18.90";"0.37";"5.80";"5.51";"1";"CHEMBL1681078";"Inhibition of aromatase in human JEG-3 cells using [1beta-3H]androstenedione after 1 hr by scintillation spectrometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"JEG-3";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1671847";"1";"Scientific Literature";"ACS Med Chem Lett";"2011";"CHEMBL3308202";"";"";"";"100.0"
"CHEMBL1672977";"";"None";"464.48";"0";"3.01";"13";"N#Cc1ccc(N(Cc2ccc(OS(N)(=O)=O)c(F)c2)n2cnnc2)cc1-c1ccccc1";"IC50";"'='";"0.15";"nM";"9.82";"";"";"UO_0000065";"21.15";"0.41";"6.81";"7.73";"0";"CHEMBL1681078";"Inhibition of aromatase in human JEG-3 cells using [1beta-3H]androstenedione after 1 hr by scintillation spectrometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"JEG-3";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1671847";"1";"Scientific Literature";"ACS Med Chem Lett";"2011";"CHEMBL3308202";"";"";"";"0.15"
"CHEMBL1672982";"";"None";"471.50";"0";"2.74";"18";"N#Cc1ccc(-c2cc(N(Cc3ccc(OS(N)(=O)=O)cc3)n3cnnc3)ccc2C#N)cc1";"IC50";"'='";"0.75";"nM";"9.12";"";"";"UO_0000065";"19.35";"0.37";"6.38";"6.05";"0";"CHEMBL1681078";"Inhibition of aromatase in human JEG-3 cells using [1beta-3H]androstenedione after 1 hr by scintillation spectrometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"JEG-3";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1671847";"1";"Scientific Literature";"ACS Med Chem Lett";"2011";"CHEMBL3308202";"";"";"";"0.75"
"CHEMBL352645";"";"None";"210.28";"0";"2.85";"24";"c1ccc2c(c1)CCC1C(c3c[nH]cn3)C21";"IC50";"'='";"600.0";"nM";"6.22";"";"";"UO_0000065";"29.59";"0.53";"3.37";"21.69";"0";"CHEMBL666792";"In vitro inhibitory activity against Cytochrome P450 19A1 using human placental microsomes.";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129578";"1";"Scientific Literature";"J Med Chem";"1996";"None";"";"";"";"0.6"
"CHEMBL24115";"";"None";"239.32";"0";"3.05";"12";"COc1cccc2c1CC(Cc1ccncc1)C2";"IC50";"'='";"6400.0";"nM";"5.19";"";"";"UO_0000065";"21.70";"0.39";"2.14";"23.48";"0";"CHEMBL660330";"Inhibition of human Placental Cytochrome P450 19A1 in vitro using human placental microsomes and testosterone";"B";"BAO_0000251";"microsome format";"None";"CHEMBL3987910";"Placenta";"None";"Microsomes";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127708";"1";"Scientific Literature";"J Med Chem";"1994";"None";"";"";"";"6.4"
"CHEMBL25059";"";"None";"314.47";"0";"4.72";"5b";"CC[C@@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCC(=O)C=C12";"IC50";"'='";"140.0";"nM";"6.85";"";"";"UO_0000065";"21.79";"0.41";"2.13";"20.08";"0";"CHEMBL666793";"Inhibitory concentration was tested on Cytochrome P450 19A1 in human placental microsomes 20 (microg) of protein incubated for 20 min";"B";"BAO_0000251";"microsome format";"None";"CHEMBL3987910";"Placenta";"None";"Microsomes";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127822";"1";"Scientific Literature";"J Med Chem";"1994";"None";"";"";"";"0.14"
"CHEMBL285155";"";"None";"251.28";"0";"2.91";"(Z)-3";"COc1ccc2c(c1)C/C(=C/c1ccncc1)C2=O";"Relative potency";"'='";"5.9";"";"";"";"";"";"";"";"";"";"0";"CHEMBL662269";"Potency relative to AG(IC50 37 uM)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127708";"1";"Scientific Literature";"J Med Chem";"1994";"None";"";"";"";"5.9"
"CHEMBL262723";"";"None";"284.40";"0";"3.86";"24";"CC12CCC3C(C(=O)C=C4C=CCCC43C)C1CCC2=O";"IC50";"'='";"1800.0";"nM";"5.75";"";"";"UO_0000065";"20.20";"0.37";"1.88";"16.83";"0";"CHEMBL663241";"In vitro competitive inhibitory activity was measured on Cytochrome P450 19A1 of human placental microsomes";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127575";"1";"Scientific Literature";"J Med Chem";"1994";"None";"";"";"";"1.8"
"CHEMBL289116";"ROGLETIMIDE";"2.0";"218.26";"0";"1.17";"Page 2677";"CCC1(c2ccncc2)CCC(=O)NC1=O";"IC50";"'='";"5000.0";"nM";"5.30";"";"";"UO_0000065";"24.29";"0.45";"4.13";"8.98";"0";"CHEMBL663079";"Inhibition of Cytochrome P450 19A1 in human placenta";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125058";"1";"Scientific Literature";"J Med Chem";"1990";"None";"";"";"";"5.0"
"CHEMBL494315";"";"None";"405.50";"1";"6.66";"25";"COc1ccc(Cc2cc3cc(OC)ccc3cc2-c2cncc3ccccc23)cc1";"Inhibition";"'='";"6.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL971590";"Inhibition of human placental microsome CYP19 at 500 nM";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140083";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";"";"";"6.0"
"CHEMBL495333";"";"None";"355.44";"1";"5.51";"23";"COc1cncc(-c2cc3ccc(OC)cc3cc2Cc2ccccc2)c1";"Inhibition";"'='";"73.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL971590";"Inhibition of human placental microsome CYP19 at 500 nM";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140083";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";"";"";"73.0"
"CHEMBL494713";"";"None";"355.44";"1";"5.51";"19";"COc1ccc(Cc2cc3cc(OC)ccc3cc2-c2cccnc2)cc1";"Inhibition";"'='";"92.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL971590";"Inhibition of human placental microsome CYP19 at 500 nM";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140083";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";"";"";"92.0"
"CHEMBL438802";"";"None";"263.30";"0";"3.69";"16";"COC(=O)c1ccc2cc(-c3cccnc3)ccc2c1";"IC50";"'='";"1252.0";"nM";"5.90";"";"";"UO_0000065";"22.42";"0.40";"2.21";"15.06";"0";"CHEMBL880272";"Inhibitory concentration against human placental cytochrome P450 19A1 using [1-beta-3H]-androstenedione as substrate";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141125";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";"";"1252.0"
"CHEMBL2058264";"";"None";"290.45";"0";"3.67";"5";"C[C@]12CC[C@H]3[C@@H](CCC4=C[C@H](O)CC[C@@]43C)[C@@H]1CC[C@@H]2O";"Inhibition";"'='";"6.59";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2061392";"Inhibition of aromatase in human placental microsomes using [1beta-3H]androstenedione as substrate at 2 uM after 15 mins by liquid scintillation counting";"B";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3987910";"Placenta";"None";"Microsomes";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2057175";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";"";"6.59"
"CHEMBL157101";"KETOCONAZOLE";"4.0";"531.44";"1";"4.21";"Ketoconazole";"CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1";"IC50";"'='";"3000.0";"nM";"5.52";"";"";"UO_0000065";"10.39";"0.21";"1.31";"8.00";"0";"CHEMBL987970";"Inhibition of human aromatase by fluorometric assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144205";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"None";"";"";"";"3.0"
"CHEMBL382902";"";"None";"339.78";"0";"4.32";"7b";"COc1ccc2cc(C(c3ccc(Cl)cc3)n3cncn3)oc2c1";"Ratio LC50/IC50";"'='";"1136.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL865890";"Ratio of LC50/IC50";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149390";"1";"Scientific Literature";"J Med Chem";"2006";"None";"";"";"";"1136.0"
"CHEMBL39434";"";"None";"378.60";"1";"5.47";"18";"CSCSC1=C2CCC3C(CC[C@]4(C)C(=O)CCC34)[C@@]2(C)CCC1=O";"IC50";"'='";"1200.0";"nM";"5.92";"";"";"UO_0000065";"15.64";"0.32";"0.45";"17.34";"0";"CHEMBL664248";"Inhibition of cytochrome P450 19A1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125454";"1";"Scientific Literature";"J Med Chem";"1992";"None";"";"";"";"1.2"
"CHEMBL2058267";"";"None";"272.43";"0";"4.76";"16";"C[C@]12CC=CC[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12";"Inhibition";"";"";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2061395";"Competitive inhibition of aromatase in human microsomes using [1beta-3H]androstenedione as substrate after 5 mins by Lineweaver-Burk plot analysis";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"None";"None";"Microsome";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2057175";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";"Active";""
"CHEMBL1444";"LETROZOLE";"4.0";"285.31";"0";"2.66";"LETROZOLE";"N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1";"IC50";"'='";"0.7";"nM";"9.15";"";"";"UO_0000065";"32.09";"0.57";"6.49";"11.69";"0";"CHEMBL5118295";"Inhibition of aromatase in human JEG-3 cells using Androst-4-ene-3,17-dione as substrate incubated for 1 hr and measured by BCA assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"JEG-3";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5113493";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"TIME = 1.0 hr";"INHIBITOR";"";"0.7"
"CHEMBL5184004";"";"None";"353.81";"0";"4.71";"13c";"CCOc1ccc2cc(C(c3ccc(Cl)cc3)n3cncn3)oc2c1";"IC50";"'='";"0.46";"nM";"9.34";"";"";"UO_0000065";"26.39";"0.51";"4.63";"17.59";"0";"CHEMBL5118295";"Inhibition of aromatase in human JEG-3 cells using Androst-4-ene-3,17-dione as substrate incubated for 1 hr and measured by BCA assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"JEG-3";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5113493";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"TIME = 1.0 hr";"INHIBITOR";"";"0.46"
"CHEMBL1200374";"EXEMESTANE";"4.0";"296.41";"0";"4.03";"SAM001246574";"C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12";"IC50";"'='";"50.1";"nM";"7.30";"";"";"UO_0000065";"24.63";"0.45";"3.27";"21.38";"1";"CHEMBL5118295";"Inhibition of aromatase in human JEG-3 cells using Androst-4-ene-3,17-dione as substrate incubated for 1 hr and measured by BCA assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"JEG-3";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5113493";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"TIME = 1.0 hr";"INHIBITOR";"";"50.1"
"CHEMBL220793";"";"None";"415.27";"0";"3.33";"10c";"CN(c1ccc([N+](=O)[O-])cc1OCc1ccc(Br)cc1)S(C)(=O)=O";"Inhibition";"'>'";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL919504";"Inhibition of aromatase in SK-BR-3 cells by tritiated water release assay at 2.5 uM";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SK-BR-3";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142944";"1";"Scientific Literature";"J Med Chem";"2007";"CHEMBL3308062";"";"";"";"50.0"
"CHEMBL40432";"";"None";"366.95";"1";"5.34";"14";"C[C@]12CCC(=O)C(SCCl)=C1CCC1C2CC[C@]2(C)C(=O)CCC12";"Activity";"'='";"49.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL666308";"Percent cytochrome P450 19A1 activity remaining after pretreatment with 0.5 uM androstenedione (t=0 control)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125454";"1";"Scientific Literature";"J Med Chem";"1992";"None";"";"";"";"49.0"
"CHEMBL40432";"";"None";"366.95";"1";"5.34";"14";"C[C@]12CCC(=O)C(SCCl)=C1CCC1C2CC[C@]2(C)C(=O)CCC12";"Activity";"'='";"59.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL666315";"Percent cytochrome P450 19A1 activity remaining after 10 minute pretreatment with 0.5 mM beta-mercaptoethanol";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125454";"1";"Scientific Literature";"J Med Chem";"1992";"None";"";"";"";"59.0"
"CHEMBL1784803";"";"None";"404.90";"0";"3.32";"17, SYN 23725844";"COc1cc2c(cc1-c1cncn1CCCn1ccnc1C)OCCCO2.Cl";"IC50";"'='";"498.0";"nM";"6.30";"";"";"UO_0000065";"17.11";"0.32";"2.98";"9.95";"0";"CHEMBL1785943";"Inhibition of human recombinant aromatase using 7-methoxy-4-trifluoromethyl coumarin as substrate by fluorimetric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1781936";"1";"Scientific Literature";"J Med Chem";"2011";"None";"";"";"";"498.0"
"CHEMBL1784807";"";"None";"309.39";"0";"1.57";"24 ,BAS 12378719";"COc1ccc(S(=O)(=O)NCCCn2ccnc2)cc1C";"IC50";"'='";"61.6";"nM";"7.21";"";"";"UO_0000065";"23.31";"0.47";"5.64";"9.85";"0";"CHEMBL1785943";"Inhibition of human recombinant aromatase using 7-methoxy-4-trifluoromethyl coumarin as substrate by fluorimetric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1781936";"1";"Scientific Literature";"J Med Chem";"2011";"None";"";"";"";"61.6"
"CHEMBL132072";"";"None";"273.38";"0";"3.24";"1";"C[C@@H]1C(OC(=O)Cc2ccncc2)CC2CC1C2(C)C";"IC50";"'='";"120.0";"nM";"6.92";"";"";"UO_0000065";"25.32";"0.47";"3.68";"17.66";"0";"CHEMBL666798";"Tested for inhibition of human placental Cytochrome P450 19A1";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1128320";"1";"Scientific Literature";"J Med Chem";"1995";"None";"";"";"";"0.12"
"CHEMBL489";"AFIMOXIFENE";"3.0";"387.52";"1";"5.70";"46";"CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1";"IC50";"'='";"530000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3820547";"Inhibition of human placental microsomal aromatase using testosterone as substrate assessed as formation of estradiol after 10 mins";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3817793";"1";"Scientific Literature";"J Med Chem";"2016";"None";"";"";"";"530.0"
"CHEMBL488";"AMINOGLUTETHIMIDE";"4.0";"232.28";"0";"1.35";"Cytadren";"CCC1(c2ccc(N)cc2)CCC(=O)NC1=O";"IC50";"'='";"10000.0";"nM";"5.00";"";"";"UO_0000065";"21.53";"0.40";"3.65";"6.93";"1";"CHEMBL3820541";"Inhibition of human aromatase transfected in human MCF7 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MCF7";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3817793";"1";"Scientific Literature";"J Med Chem";"2016";"CHEMBL3308403";"";"";"";"10.0"
"CHEMBL335541";"";"None";"336.26";"0";"4.23";"47";"OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C1CCCNC1";"EC50";"'>'";"5000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL664331";"In vitro Cytochrome P450 19A1 inhibition concentration to decrease aromatization of androstenedione in rat ovarian microsome";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3859";"Aromatase";"Rattus norvegicus";"SINGLE PROTEIN";"CHEMBL1124961";"1";"Scientific Literature";"J Med Chem";"1990";"None";"";"";"";"5.0"
"CHEMBL29905";"";"None";"317.22";"0";"4.43";"49";"Clc1ccc(C(=C2CN=CNC2)c2ccc(Cl)cc2)cc1";"EC50";"'='";"2700.0";"nM";"5.57";"";"";"UO_0000065";"17.55";"0.36";"1.14";"22.83";"0";"CHEMBL664333";"In vitro inhibition of cytochrome P450 19A1 by rat ovarian microsomes incubated with [3H]androstenedione and NADPH-generating system.";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3859";"Aromatase";"Rattus norvegicus";"SINGLE PROTEIN";"CHEMBL1123802";"1";"Scientific Literature";"J Med Chem";"1987";"None";"";"";"";"2.7"
"CHEMBL1915154";"";"None";"286.38";"0";"2.72";"3d";"COC(=O)[C@H]1Cc2c([nH]c3ccccc23)CN1CC(C)C";"Inhibition";"'='";"31.7";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1918237";"Inhibition of aromatase at 50 uM after 10 mins preincubation by plate reader relative to control";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1914395";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"None";"";"";"";"31.7"
"CHEMBL1914466";"";"None";"308.36";"0";"1.03";"4c";"COC(=O)[C@@H]1Cc2c([nH]c3ccccc23)CN1S(C)(=O)=O";"Inhibition";"'='";"30.5";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1918237";"Inhibition of aromatase at 50 uM after 10 mins preincubation by plate reader relative to control";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1914395";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"None";"";"";"";"30.5"
"CHEMBL1915172";"";"None";"377.44";"0";"3.02";"6h";"COC(=O)[C@H]1Cc2c([nH]c3ccccc23)CN1C(=O)NCCc1ccccc1";"Inhibition";"'='";"24.6";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1918237";"Inhibition of aromatase at 50 uM after 10 mins preincubation by plate reader relative to control";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1914395";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"None";"";"";"";"24.6"
"CHEMBL1629800";"";"None";"272.43";"0";"4.76";"14";"C[C@]12CCC=C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12";"Ki";"'='";"50.0";"nM";"7.30";"";"";"UO_0000065";"26.80";"0.50";"2.54";"42.77";"0";"CHEMBL2061396";"Inhibition of aromatase in human microsomes using [1beta-3H]androstenedione as substrate after 5 mins by Dixon plot analysis";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"None";"None";"Microsome";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2057175";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";"";"0.05"
"CHEMBL2137046";"";"None";"387.52";"1";"5.70";"21";"CCC(=C(c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1";"IC50";"'='";"530000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2388440";"Inhibition of human recombinant placental aromatase";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2385050";"1";"Scientific Literature";"J Med Chem";"2013";"None";"";"";"";"530.0"
"CHEMBL1765207";"";"None";"280.33";"0";"2.59";"6";"COc1cncc(-c2cc3c4c(c2)CCN4C(=O)CC3)c1";"Inhibition";"'='";"5.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1768622";"Inhibition of human placental CYP19 using [1beta-3H]androstenedione substrate at 500 uM";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1765045";"1";"Scientific Literature";"J Med Chem";"2011";"None";"";"";"";"5.0"
"CHEMBL2442767";"";"None";"316.36";"0";"4.56";"3";"CCOC(=O)c1cc(-c2ccccc2)nc2c1ccc1[nH]ccc12";"Inhibition";"";"";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2444877";"Inhibition of CYP19 in human H295R cells using [1beta-3H(N)]-androst-4-ene-3,17-dione at 10 uM after 24 hrs by tritiated water release assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"H295R";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2440047";"1";"Scientific Literature";"J Med Chem";"2013";"None";"";"";"Active";""
